"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email","category_id-2","category","subcategory_id-2","subcategory"
2049,1340,"Rose-Silva","Intuitive static portal","$3,300.00","$14,643.00","successful",190,"US","USD","2021-01-30","2021-06-25","cat1","subcat1",1340,"Antoine","Guyon","antoine.guyon@yahoo.com","cat1","food","subcat1","food trucks"
1732,5675,"Pacheco, Johnson and Torres","Optional bandwidth-monitored definition","$20,700.00","$41,396.00","successful",470,"US","USD","2020-07-30","2021-03-22","cat3","subcat9",5675,"William","Gibilisco","william.gibilisco@gaillard.com","cat3","technology","subcat9","wearables"
1174,2010,"Carlson, Dixon and Jones","Persistent well-modulated synergy","$9,600.00","$11,900.00","successful",253,"US","USD","2020-10-28","2021-05-02","cat4","subcat4",2010,"Judith","Butte","judith.butte@fischer-vaughn.info","cat4","theater","subcat4","plays"
1194,6201,"Mcgee Group","Assimilated discrete algorithm","$66,200.00","$123,538.00","successful",1113,"US","USD","2020-06-27","2021-05-04","cat2","subcat2",6201,"Joanne","Henderson","joanne.henderson@gmail.com","cat2","music","subcat2","rock"
3176,1791,"Jordan-Acosta","Operative uniform hub","$173,800.00","$198,628.00","successful",2283,"US","USD","2020-02-27","2021-02-12","cat2","subcat2",1791,"Ludovica","Arellano","ludovica.arellano@morandi-argento.com","cat2","music","subcat2","rock"
642,3314,"Nunez Inc","Customizable intangible capability","$70,700.00","$68,602.00","failed",1072,"US","USD","2020-11-06","2021-07-21","cat2","subcat2",3314,"Catherine","Gray","catherine.gray@hotmail.com","cat2","music","subcat2","rock"
34,5852,"Hayden Ltd","Innovative didactic analyzer","$94,500.00","$116,064.00","successful",1095,"US","USD","2020-06-17","2021-07-08","cat4","subcat4",5852,"Franco","Fioravanti","franco.fioravanti@barry-gill.com.au","cat4","theater","subcat4","plays"
217,4618,"Gonzalez-Burton","Decentralized intangible encoding","$69,800.00","$125,042.00","successful",1690,"US","USD","2020-12-20","2021-04-27","cat4","subcat4",4618,"Heather","Zimmer","heather.zimmer@bluemel.de","cat4","theater","subcat4","plays"
1693,2618,"Lewis, Taylor and Rivers","Front-line transitional algorithm","$136,300.00","$108,974.00","canceled",1297,"CA","CAD","2021-02-07","2022-02-10","cat4","subcat4",2618,"Hortense","Taylor","hortense.taylor@chambers.biz","cat4","theater","subcat4","plays"
2333,4967,"Butler, Henry and Espinoza","Switchable didactic matrices","$37,100.00","$34,964.00","failed",393,"US","USD","2021-04-03","2021-12-23","cat8","subcat15",4967,"Livia","Ernst","livia.ernst@colas.fr","cat8","photography","subcat15","photography books"
80,4594,"Guzman Group","Ameliorated disintermediate utilization","$114,300.00","$96,777.00","failed",1257,"US","USD","2021-02-10","2021-09-22","cat2","subcat8",4594,"Toby","Etzler","toby.etzler@industrias.com","cat2","music","subcat8","indie rock"
2847,2080,"Gibson-Hernandez","Visionary foreground middleware","$47,900.00","$31,864.00","failed",328,"US","USD","2021-02-17","2021-06-09","cat4","subcat4",2080,"Ennio","Leoncavallo","ennio.leoncavallo@sanchez.org","cat4","theater","subcat4","plays"
3104,2793,"Spencer-Weber","Optional zero-defect task-force","$9,000.00","$4,853.00","failed",147,"US","USD","2020-12-05","2021-07-13","cat4","subcat4",2793,"Philippine","Vaca","philippine.vaca@hotmail.com","cat4","theater","subcat4","plays"
980,4890,"Berger, Johnson and Marshall","Devolved exuding emulation","$197,600.00","$82,959.00","failed",830,"US","USD","2020-12-12","2021-06-18","cat7","subcat12",4890,"Rhonda","Phillips","rhonda.phillips@yahoo.com","cat7","games","subcat12","video games"
476,3528,"Taylor, Cisneros and Romero","Open-source neutral task-force","$157,600.00","$23,159.00","failed",331,"GB","GBP","2021-04-06","2021-08-09","cat5","subcat7",3528,"Alphonse","Nitto","alphonse.nitto@voila.fr","cat5","film & video","subcat7","drama"
116,5810,"Little-Marsh","Virtual attitude-oriented migration","$8,000.00","$2,758.00","failed",25,"US","USD","2021-10-07","2021-12-28","cat2","subcat8",5810,"Karina","Arreola","karina.arreola@yahoo.com.au","cat2","music","subcat8","indie rock"
2900,5720,"Petersen and Sons","Open-source full-range portal","$900.00","$12,607.00","successful",191,"US","USD","2021-05-03","2022-02-13","cat3","subcat3",5720,"Denise","Wood","denise.wood@mantegna.com","cat3","technology","subcat3","web"
553,4593,"Hensley Ltd","Versatile cohesive open system","$199,000.00","$142,823.00","failed",3483,"US","USD","2021-07-27","2021-11-21","cat1","subcat1",4593,"Burghard","Rosenow","burghard.rosenow@hotmail.com","cat1","food","subcat1","food trucks"
2834,3186,"Navarro and Sons","Multi-layered bottom-line frame","$180,800.00","$95,958.00","failed",923,"US","USD","2021-05-27","2021-06-01","cat4","subcat4",3186,"Friedl","Powell","friedl.powell@laposte.net","cat4","theater","subcat4","plays"
2314,5136,"Shannon Ltd","Pre-emptive neutral capacity","$100.00","$5.00","failed",1,"US","USD","2021-01-19","2021-07-25","cat2","subcat18",5136,"Benjamin","Schultz","benjamin.schultz@rivero-davila.com","cat2","music","subcat18","jazz"
2005,2646,"Young LLC","Universal maximized methodology","$74,100.00","$94,631.00","successful",2013,"US","USD","2021-09-12","2021-10-05","cat2","subcat2",2646,"Rachel","Ulibarri","rachel.ulibarri@schueler.com","cat2","music","subcat2","rock"
2514,3460,"Adams, Willis and Sanchez","Expanded hybrid hardware","$2,800.00","$977.00","failed",33,"CA","CAD","2021-04-25","2021-07-05","cat4","subcat4",3460,"Silvano","Blanchet","silvano.blanchet@yahoo.com","cat4","theater","subcat4","plays"
702,4345,"Mills-Roy","Profit-focused multi-tasking access","$33,600.00","$137,961.00","successful",1703,"US","USD","2020-07-25","2021-04-16","cat4","subcat4",4345,"Kurt","Sauer","kurt.sauer@almanza.biz","cat4","theater","subcat4","plays"
42,2690,"Brown Group","Profit-focused transitional capability","$6,100.00","$7,548.00","successful",80,"DK","DKK","2020-11-22","2021-04-06","cat5","subcat5",2690,"Nayeli","Gehringer","nayeli.gehringer@hotmail.com","cat5","film & video","subcat5","documentary"
948,4025,"Burns-Burnett","Front-line scalable definition","$3,800.00","$2,241.00","live",86,"US","USD","2020-08-28","2021-05-19","cat3","subcat9",4025,"Imelda","Guerin","imelda.guerin@stumpf.net","cat3","technology","subcat9","wearables"
2926,4524,"Glass, Nunez and Mcdonald","Open-source systematic protocol","$9,300.00","$3,431.00","failed",40,"IT","EUR","2021-10-12","2022-01-18","cat4","subcat4",4524,"Zbigniew","Holmes","zbigniew.holmes@stiffel.net","cat4","theater","subcat4","plays"
1971,3978,"Perez, Davis and Wilson","Implemented tangible algorithm","$2,300.00","$4,253.00","successful",41,"US","USD","2020-10-20","2021-08-25","cat7","subcat12",3978,"Adela","Alfonsi","adela.alfonsi@despacho.com","cat7","games","subcat12","video games"
748,3910,"Diaz-Garcia","Profit-focused 3rdgeneration circuit","$9,700.00","$1,146.00","failed",23,"CA","CAD","2021-03-05","2021-03-14","cat8","subcat15",3910,"Hilary","Clark","hilary.clark@libero.it","cat8","photography","subcat15","photography books"
684,5825,"Salazar-Moon","Compatible needs-based architecture","$4,000.00","$11,948.00","successful",187,"US","USD","2020-09-03","2021-07-16","cat5","subcat11",5825,"Kornelius","Molina","kornelius.molina@heuser.com","cat5","film & video","subcat11","animation"
385,3564,"Larsen-Chung","Right-sized zero tolerance migration","$59,700.00","$135,132.00","successful",2875,"GB","GBP","2020-12-28","2021-12-26","cat4","subcat4",3564,"Christian","Anderson","christian.anderson@tim.it","cat4","theater","subcat4","plays"
3007,2396,"Anderson and Sons","Quality-focused reciprocal structure","$5,500.00","$9,546.00","successful",88,"US","USD","2021-03-07","2021-05-28","cat4","subcat4",2396,"Francisco","Dorsey","francisco.dorsey@tiscali.fr","cat4","theater","subcat4","plays"
2612,2140,"Lawrence Group","Automated actuating conglomeration","$3,700.00","$13,755.00","successful",191,"US","USD","2021-04-23","2022-01-26","cat2","subcat2",2140,"Walli","Albert","walli.albert@dussen.com","cat2","music","subcat2","rock"
807,3079,"Gray-Davis","Re-contextualized local initiative","$5,200.00","$8,330.00","successful",139,"US","USD","2021-03-12","2021-10-07","cat2","subcat2",3079,"Siegrun","Mota","siegrun.mota@matthews-montoya.org.au","cat2","music","subcat2","rock"
2087,2017,"Ramirez-Myers","Switchable intangible definition","$900.00","$14,547.00","successful",186,"US","USD","2020-11-25","2021-10-16","cat2","subcat8",2017,"Alberico","Herve","alberico.herve@beer.net","cat2","music","subcat8","indie rock"
53,5444,"Lucas, Hall and Bonilla","Networked bottom-line initiative","$1,600.00","$11,735.00","successful",112,"AU","AUD","2021-07-24","2021-09-11","cat4","subcat4",5444,"Serafina","Bonnin","serafina.bonnin@mendes.com","cat4","theater","subcat4","plays"
2944,2216,"Williams, Perez and Villegas","Robust directional system engine","$1,800.00","$10,658.00","successful",101,"US","USD","2021-01-25","2021-07-21","cat4","subcat4",2216,"Marcelle","Bender","marcelle.bender@edwards-robinson.info","cat4","theater","subcat4","plays"
2963,1241,"Brooks, Jones and Ingram","Triple-buffered explicit methodology","$9,900.00","$1,870.00","failed",75,"US","USD","2021-05-12","2022-01-18","cat4","subcat4",1241,"Hartmuth","Robertson","hartmuth.robertson@thomas.edu.au","cat4","theater","subcat4","plays"
2976,1484,"Whitaker, Wallace and Daniels","Reactive directional capacity","$5,200.00","$14,394.00","successful",206,"GB","GBP","2021-07-05","2021-10-15","cat5","subcat5",1484,"Herlinde","George","herlinde.george@free.fr","cat5","film & video","subcat5","documentary"
3051,3475,"Smith-Gonzalez","Polarized needs-based approach","$5,400.00","$14,743.00","successful",154,"US","USD","2021-03-30","2021-06-02","cat5","subcat20",3475,"Pamela","Payne","pamela.payne@yahoo.com","cat5","film & video","subcat20","television"
2777,4333,"Skinner PLC","Intuitive well-modulated middleware","$112,300.00","$178,965.00","successful",5966,"US","USD","2021-07-01","2021-08-19","cat4","subcat4",4333,"Gastone","Beyer","gastone.beyer@stewart-sanchez.edu","cat4","theater","subcat4","plays"
3064,5657,"Nolan, Smith and Sanchez","Multi-channeled logistical matrices","$189,200.00","$128,410.00","failed",2176,"US","USD","2021-10-19","2021-10-24","cat4","subcat4",5657,"Lydia","Berengario","lydia.berengario@aol.de","cat4","theater","subcat4","plays"
56,2527,"Green-Carr","Pre-emptive bifurcated artificial intelligence","$900.00","$14,324.00","successful",169,"US","USD","2021-05-15","2021-12-02","cat5","subcat5",2527,"Lucy","Davidson","lucy.davidson@tele2.it","cat5","film & video","subcat5","documentary"
763,5967,"Brown-Parker","Down-sized coherent toolset","$22,500.00","$164,291.00","successful",2106,"US","USD","2021-01-23","2021-06-25","cat4","subcat4",5967,"Franck","Wade","franck.wade@gute.org","cat4","theater","subcat4","plays"
896,5698,"Marshall Inc","Open-source multi-tasking data-warehouse","$167,400.00","$22,073.00","failed",441,"US","USD","2021-03-10","2021-04-06","cat5","subcat5",5698,"Heidi","Barker","heidi.barker@gmail.com","cat5","film & video","subcat5","documentary"
1409,3331,"Leblanc-Pineda","Future-proofed upward-trending contingency","$2,700.00","$1,479.00","failed",25,"US","USD","2021-08-13","2021-11-21","cat2","subcat8",3331,"Arnaldo","Ocasio","arnaldo.ocasio@hotmail.com","cat2","music","subcat8","indie rock"
2889,3841,"Perry PLC","Mandatory uniform matrix","$3,400.00","$12,275.00","successful",131,"US","USD","2020-06-23","2021-05-10","cat2","subcat2",3841,"Francis","Bernier","francis.bernier@rodriguez.com","cat2","music","subcat2","rock"
2338,6105,"Klein, Stark and Livingston","Phased methodical initiative","$49,700.00","$5,098.00","failed",127,"US","USD","2021-01-17","2021-12-09","cat4","subcat4",6105,"Johanne","Strong","johanne.strong@yahoo.de","cat4","theater","subcat4","plays"
2905,3895,"Fleming-Oliver","Managed stable function","$178,200.00","$24,882.00","failed",355,"US","USD","2021-02-10","2021-07-26","cat5","subcat5",3895,"Debra","Langlois","debra.langlois@schmiedecke.com","cat5","film & video","subcat5","documentary"
1779,1891,"Reilly, Aguirre and Johnson","Realigned clear-thinking migration","$7,200.00","$2,912.00","failed",44,"GB","GBP","2020-07-18","2021-01-31","cat4","subcat4",1891,"Reingard","Kambs","reingard.kambs@sagese.eu","cat4","theater","subcat4","plays"
2291,1281,"Davidson, Wilcox and Lewis","Optional clear-thinking process improvement","$2,500.00","$4,008.00","successful",84,"US","USD","2020-12-26","2021-04-04","cat4","subcat4",1281,"Mauro","Ortiz","mauro.ortiz@oquendo.net","cat4","theater","subcat4","plays"
3192,4186,"Michael, Anderson and Vincent","Cross-group global moratorium","$5,300.00","$9,749.00","successful",155,"US","USD","2020-12-08","2021-09-05","cat4","subcat4",4186,"Griselda","Carranza","griselda.carranza@krause.de","cat4","theater","subcat4","plays"
1696,2511,"King Ltd","Visionary systemic process improvement","$9,100.00","$5,803.00","failed",67,"US","USD","2021-03-29","2021-06-11","cat8","subcat15",2511,"Janet","Madrigal","janet.madrigal@gmail.com","cat8","photography","subcat15","photography books"
1559,4272,"Baker Ltd","Progressive intangible flexibility","$6,300.00","$14,199.00","successful",189,"US","USD","2021-04-18","2021-12-22","cat1","subcat1",4272,"Jenna","Day","jenna.day@reed.com","cat1","food","subcat1","food trucks"
1405,3533,"Baker, Collins and Smith","Reactive real-time software","$114,400.00","$196,779.00","successful",4799,"US","USD","2021-09-13","2021-12-16","cat5","subcat5",3533,"Modesto","Wright","modesto.wright@pareto.com","cat5","film & video","subcat5","documentary"
521,3618,"Warren-Harrison","Programmable incremental knowledge user","$38,900.00","$56,859.00","successful",1137,"US","USD","2020-04-20","2021-01-21","cat6","subcat10",3618,"Alice","Wall","alice.wall@zaccardo.it","cat6","publishing","subcat10","nonfiction"
1625,2177,"Gardner Group","Progressive 5thgeneration customer loyalty","$135,500.00","$103,554.00","failed",1068,"US","USD","2021-06-20","2021-11-12","cat4","subcat4",2177,"Brenda","Sontag","brenda.sontag@solari.com","cat4","theater","subcat4","plays"
2808,4102,"Flores-Lambert","Triple-buffered logistical frame","$109,000.00","$42,795.00","failed",424,"US","USD","2021-07-18","2021-10-05","cat3","subcat9",4102,"Sergius","Mace","sergius.mace@palazzo.com","cat3","technology","subcat9","wearables"
764,6089,"Cruz Ltd","Exclusive dynamic adapter","$114,800.00","$12,938.00","canceled",145,"CH","CHF","2020-06-26","2021-03-09","cat2","subcat8",6089,"Antonia","Kline","antonia.kline@gmail.com","cat2","music","subcat8","indie rock"
834,4701,"Knox-Garner","Automated systemic hierarchy","$83,000.00","$101,352.00","successful",1152,"US","USD","2021-01-19","2021-08-26","cat4","subcat4",4701,"Maurice","Gumprich","maurice.gumprich@griffin.net.au","cat4","theater","subcat4","plays"
2793,5645,"Davis-Allen","Digitized eco-centric core","$2,400.00","$4,477.00","successful",50,"US","USD","2020-09-19","2021-05-17","cat8","subcat15",5645,"Daniel","Anders","daniel.anders@yahoo.com","cat8","photography","subcat15","photography books"
2901,4499,"Miller-Patel","Mandatory uniform strategy","$60,400.00","$4,393.00","failed",151,"US","USD","2021-11-21","2021-12-19","cat6","subcat10",4499,"Zaira","Cattaneo","zaira.cattaneo@yahoo.com","cat6","publishing","subcat10","nonfiction"
2141,3365,"Hernandez-Grimes","Profit-focused zero administration forecast","$102,900.00","$67,546.00","failed",1608,"US","USD","2021-01-07","2021-05-08","cat3","subcat9",3365,"Alessio","Bruneau","alessio.bruneau@hotmail.co.uk","cat3","technology","subcat9","wearables"
308,2290,"Owens, Hall and Gonzalez","De-engineered static orchestration","$62,800.00","$143,788.00","successful",3059,"CA","CAD","2020-11-19","2021-08-28","cat2","subcat18",2290,"Gerdi","Guerrero","gerdi.guerrero@tele2.fr","cat2","music","subcat18","jazz"
705,1890,"Noble-Bailey","Customizable dynamic info-mediaries","$800.00","$3,755.00","successful",34,"US","USD","2020-06-26","2021-04-21","cat5","subcat5",1890,"Brigitte","Stiebitz","brigitte.stiebitz@gmail.com","cat5","film & video","subcat5","documentary"
1670,1304,"Taylor PLC","Enhanced incremental budgetary management","$7,100.00","$9,238.00","successful",220,"US","USD","2020-05-21","2021-02-20","cat4","subcat4",1304,"June","Sinisi","june.sinisi@manzoni-giannini.it","cat4","theater","subcat4","plays"
1159,3799,"Holmes PLC","Digitized local info-mediaries","$46,100.00","$77,012.00","successful",1604,"AU","AUD","2020-08-11","2021-09-07","cat5","subcat7",3799,"Carl","Macias","carl.macias@yahoo.com","cat5","film & video","subcat7","drama"
2592,2749,"Jones-Martin","Virtual systematic monitoring","$8,100.00","$14,083.00","successful",454,"US","USD","2020-09-21","2021-02-11","cat2","subcat2",2749,"Veronica","Trapp","veronica.trapp@tiscali.it","cat2","music","subcat2","rock"
1195,2028,"Myers LLC","Reactive bottom-line open architecture","$1,700.00","$12,202.00","successful",123,"IT","EUR","2020-07-01","2021-04-06","cat5","subcat11",2028,"Frances","Garnier","frances.garnier@aporti-guidotti.org","cat5","film & video","subcat11","animation"
